data_sequence,method,byte_size,encode_speed,decode_speed,quantization_precision,gigabyte_size,slam_method,rmse,mean,median,std,min,max,sse
spagna,draco,36154107748.0,10.0,10.0,12.0,,,,,,,,,
spagna,draco,37695952448.0,10.0,10.0,14.0,,LOAM,0.92,,,,,1.82,
spagna,draco,37695952448.0,10.0,10.0,14.0,,SPARK-FAST-LIO,1.56,,,,,3.2,
spagna,draco,37695952448.0,10.0,10.0,14.0,,,,,,,,,
spagna,uncompressed,107528982080.0,,,,,LOAM,1.1,,,,,2.11,
spagna,uncompressed,107528982080.0,,,,,LOAM,1.1,,,,,2.11,
spagna,uncompressed,107528982080.0,,,,,SPARK-FAST-LIO,1.53,,,,,3.16,
spagna,uncompressed,107528982080.0,,,,,SPARK-FAST-LIO,1.53,,,,,3.16,
spagna,uncompressed,107528982080.0,,,,,,,,,,,,
stairs,cloudini,2050013858.0,,,0.001,,LIORF,1965.6735159739603,1884.16636746551,1616.199885462591,560.1691450921363,472.5441672714626,3261.838530353974,2681527425.752593
stairs,cloudini,2050013858.0,,,0.001,,LOAM,0.42,,,,,0.71,
stairs,cloudini,2050013858.0,,,0.001,,SPARK-FAST-LIO,0.1,,,,,0.24,
stairs,cloudini,1955167626.0,,,0.01,,LIORF,4722.813866715289,4250.477019197598,3477.3089419381204,2058.7413458011965,1052.8309526795797,9030.048807241854,15457344778.009289
stairs,cloudini,1955167626.0,,,0.01,,LOAM,0.45,,,,,0.84,
stairs,cloudini,1955167626.0,,,0.01,,SPARK-FAST-LIO,0.12,,,,,0.25,
stairs,cloudini,1895422522.0,,,0.1,1.8,KISS-ICP,5.0273572612542425,4.30495935248828,3.5766107470242146,2.5964679866521463,0.5134920047908043,11.792597573973106,30076.442028420057
stairs,cloudini,1895422522.0,,,0.1,1.8,LIORF,1219.1487643647947,1113.7823949078938,934.888180918263,495.7948027616287,260.4587113675591,3025.751182987161,1001782180.3055868
stairs,cloudini,1895422522.0,,,0.1,,LOAM,2.02,,,,,3.75,
stairs,cloudini,1895422522.0,,,0.1,,LOAM,2.02,,,,,3.75,
stairs,cloudini,1895422522.0,,,0.1,,SPARK-FAST-LIO,0.1,,,,,0.23,
stairs,cloudini,1895422522.0,,,0.1,,SPARK-FAST-LIO,0.1,,,,,0.23,
stairs,cloudini,1865555198.0,,,0.2,1.7,KISS-ICP,4.89776881969074,4.453946640934194,4.404641194446283,2.0372772837406883,0.150611869026352,10.61181306143126,28545.88589925045
stairs,cloudini,1865555198.0,,,0.2,1.7,LIORF,1918.458193766572,1434.8466327689614,971.0764436779943,1273.4586690040903,675.1751034550497,7137.709221261312,2513769097.560156
stairs,cloudini,1865555198.0,,,0.2,,LOAM,2.24,,,,,3.88,
stairs,cloudini,1865555198.0,,,0.2,,LOAM,2.24,,,,,3.88,
stairs,cloudini,1865555198.0,,,0.2,,SPARK-FAST-LIO,448.24,,,,,2111.26,
stairs,cloudini,1865555198.0,,,0.2,,SPARK-FAST-LIO,448.24,,,,,2111.26,
stairs,cloudini,1843456390.0,,,0.3,1.7,KISS-ICP,5.443004981918257,4.606798483241714,4.085312525586847,2.898915481346225,0.6126897774466151,18.56109835111933,35255.30084749249
stairs,cloudini,1829998930.0,,,0.4,1.7,KISS-ICP,4.81314268542698,4.6023825112642935,4.660357640474604,1.4086936254160491,0.5996790758513555,9.366232048417974,27567.94758723229
stairs,cloudini,1820910082.0,,,0.5,,LIORF,3492.005098223911,3198.084560794696,2558.848528659164,1402.2677162469322,313.6541571911489,5587.817423308731,8889498612.789883
stairs,cloudini,1820910082.0,,,0.5,,LOAM,3.31,,,,,8.2,
stairs,cloudini,1820910082.0,,,0.5,,SPARK-FAST-LIO,40.74,,,,,190.48,
stairs,cloudini,1815314434.0,,,0.6,1.7,KISS-ICP,3.7921391992815487,3.442481933655809,3.2208913187186186,1.5904835249637332,1.207518226938833,8.288653171188535,17112.580451005968
stairs,cloudini,1808345302.0,,,0.8,1.7,KISS-ICP,3.796459278490912,3.448140929419261,3.2167336717773503,1.5885298814008508,1.203742712070211,8.282794601739578,17151.59263335528
stairs,draco,1525494516.0,10.0,10.0,6.0,1.4,KISS-ICP,4.020712928559709,3.721214631626959,3.5932640079377896,1.5227258844758065,0.5661579255800844,7.872145040841645,19237.69762012576
stairs,draco,1525494516.0,10.0,10.0,6.0,1.4,LIORF,10.849558784680571,7.770926358102166,3.464488359891281,7.571369054483633,0.7598382049382736,34.153638297149456,21659.178351292045
stairs,draco,1525494516.0,10.0,10.0,6.0,,LOAM,2.46,,,,,7.41,
stairs,draco,1525494516.0,10.0,10.0,6.0,,LOAM,2.46,,,,,7.41,
stairs,draco,1525494516.0,10.0,10.0,6.0,,SPARK-FAST-LIO,1.38,,,,,2.65,
stairs,draco,1525494516.0,10.0,10.0,6.0,,SPARK-FAST-LIO,1.38,,,,,2.65,
stairs,draco,1529681728.0,10.0,10.0,7.0,1.4,KISS-ICP,5.445912789160391,4.877643722890299,4.836055374202161,2.422097813815452,0.5662692297938687,15.922868082588051,35292.97966749745
stairs,draco,1529681728.0,10.0,10.0,7.0,1.4,LIORF,506.4537839744005,384.6246064767719,236.1089962411516,329.48345541859453,110.41580899888426,1598.7829637421914,201348916.71206108
stairs,draco,1540786372.0,10.0,10.0,8.0,1.4,KISS-ICP,3.354304066549898,3.0155583683413765,3.226189648836841,1.468932775180497,0.1827989429224217,9.573838287899536,13389.113367339089
stairs,draco,1540786372.0,10.0,10.0,8.0,1.4,LIORF,754.8508475152518,723.5864169282662,588.4477564237131,214.9941841804264,124.45602673179906,1224.4757870549772,286609300.4032304
stairs,draco,1540786372.0,10.0,10.0,8.0,,LOAM,0.4,,,,,0.8,
stairs,draco,1540786372.0,10.0,10.0,8.0,,LOAM,0.4,,,,,0.8,
stairs,draco,1540786372.0,10.0,10.0,8.0,,SPARK-FAST-LIO,0.12,,,,,0.26,
stairs,draco,1540786372.0,10.0,10.0,8.0,,SPARK-FAST-LIO,0.12,,,,,0.26,
stairs,draco,1559473360.0,10.0,10.0,9.0,1.5,KISS-ICP,6.101898805687214,5.762203581714649,5.977845094574693,2.0075305521266475,0.6945745527842494,9.877223481668857,44307.471151468
stairs,draco,1559473360.0,10.0,10.0,9.0,1.5,LIORF,2576.834534166824,2533.6525857282413,2589.5674510304466,469.7667413805989,375.19917197749913,3511.128720989788,3818043824.472982
stairs,draco,1588857144.0,10.0,10.0,10.0,1.5,KISS-ICP,4.572267174058772,4.030823398622649,3.834936669151507,2.1582608368989,0.5807625685178351,14.222396703834416,24877.69626206071
stairs,draco,1588857144.0,10.0,10.0,10.0,1.5,LIORF,4690.885805276412,4419.1157810084815,4315.09010811828,1573.4755645339808,941.8335722334344,7732.178004663413,12388482626.27492
stairs,draco,1588857144.0,10.0,10.0,10.0,,LOAM,0.31,,,,,0.62,
stairs,draco,1588857144.0,10.0,10.0,10.0,,LOAM,0.31,,,,,0.62,
stairs,draco,1588857144.0,10.0,10.0,10.0,,SPARK-FAST-LIO,0.1,,,,,0.24,
stairs,draco,1588857144.0,10.0,10.0,10.0,,SPARK-FAST-LIO,0.1,,,,,0.24,
stairs,draco,1631601144.0,10.0,10.0,11.0,1.5,KISS-ICP,4.161487532637194,3.777222042718174,3.4293746571912,1.7465887106868498,0.4717129597801006,9.097632685895496,20608.39439631081
stairs,draco,1631601144.0,10.0,10.0,11.0,1.5,LIORF,1493.6493345003917,1373.2638033721344,1082.8128656634024,587.4817961446654,192.5681150103917,2551.5183457686176,1164575910.5847075
stairs,draco,1639784952.0,0.0,6.0,12.0,1.5,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1689801728.0,0.0,9.0,12.0,1.6,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1639784952.0,3.0,6.0,12.0,1.5,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1689801728.0,3.0,9.0,12.0,1.6,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1639784952.0,6.0,0.0,12.0,1.5,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1639784952.0,6.0,3.0,12.0,1.5,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1639784952.0,6.0,6.0,12.0,1.5,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1689801728.0,6.0,9.0,12.0,1.6,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1689801728.0,9.0,0.0,12.0,1.6,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1689801728.0,9.0,3.0,12.0,1.6,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1689801728.0,9.0,6.0,12.0,1.6,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1689801728.0,9.0,9.0,12.0,1.6,KISS-ICP,3.640234784327144,3.358945345011514,3.351422227103974,1.4031377174927522,0.6215400152038293,8.366934246614383,15769.058049180094
stairs,draco,1397753260.0,0.0,0.0,12.0,1.3,KISS-ICP,4.392624338986913,3.685065706971247,3.1655094063937463,2.39069850018038,0.1055399845428803,13.692306262432876,22961.22681431765
stairs,draco,1397753260.0,0.0,3.0,12.0,1.3,KISS-ICP,4.392624338986913,3.685065706971247,3.1655094063937463,2.39069850018038,0.1055399845428803,13.692306262432876,22961.22681431765
stairs,draco,1397753260.0,3.0,0.0,12.0,1.3,KISS-ICP,4.392624338986913,3.685065706971247,3.1655094063937463,2.39069850018038,0.1055399845428803,13.692306262432876,22961.22681431765
stairs,draco,1397753260.0,3.0,3.0,12.0,1.3,KISS-ICP,4.392624338986913,3.685065706971247,3.1655094063937463,2.39069850018038,0.1055399845428803,13.692306262432876,22961.22681431765
stairs,draco,1689801728.0,10.0,10.0,12.0,,LOAM,0.3,,,,,0.73,
stairs,draco,1689801728.0,10.0,10.0,12.0,,SPARK-FAST-LIO,0.1,,,,,0.24,
stairs,draco,1689801728.0,10.0,10.0,12.0,,,,,,,,,
stairs,draco,1809190320.0,0.0,6.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1856494360.0,0.0,9.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1809190320.0,3.0,6.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1856494360.0,3.0,9.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1809190320.0,6.0,0.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1809190320.0,6.0,3.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1809190320.0,6.0,6.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1856494360.0,6.0,9.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1856494360.0,9.0,0.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1856494360.0,9.0,3.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1856494360.0,9.0,6.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1856494360.0,9.0,9.0,14.0,1.7,KISS-ICP,2.630646107004617,2.292482598089217,1.9638590591613827,1.2902799997506975,0.0842952687663893,7.008598360231336,8235.155738955273
stairs,draco,1506243448.0,0.0,0.0,14.0,1.4,KISS-ICP,4.070427453309384,3.789252106534149,3.617102237568123,1.4865894274416345,1.1287817796213888,7.916324802031909,19716.37178665912
stairs,draco,1506243448.0,0.0,3.0,14.0,1.4,KISS-ICP,4.070427453309384,3.789252106534149,3.617102237568123,1.4865894274416345,1.1287817796213888,7.916324802031909,19716.37178665912
stairs,draco,1506243448.0,3.0,0.0,14.0,1.4,KISS-ICP,4.070427453309384,3.789252106534149,3.617102237568123,1.4865894274416345,1.1287817796213888,7.916324802031909,19716.37178665912
stairs,draco,1506243448.0,3.0,3.0,14.0,1.4,KISS-ICP,4.070427453309384,3.789252106534149,3.617102237568123,1.4865894274416345,1.1287817796213888,7.916324802031909,19716.37178665912
stairs,draco,1856494360.0,10.0,10.0,14.0,,LOAM,0.34,,,,,0.71,
stairs,draco,1856494360.0,10.0,10.0,14.0,,SPARK-FAST-LIO,0.09,,,,,0.2,
stairs,draco,1856494360.0,10.0,10.0,14.0,,,,,,,,,
stairs,draco,2046464400.0,0.0,6.0,16.0,1.9,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2091327408.0,0.0,9.0,16.0,2.0,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2046464400.0,3.0,6.0,16.0,1.9,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2091327408.0,3.0,9.0,16.0,2.0,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2046464400.0,6.0,0.0,16.0,1.9,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2046464400.0,6.0,3.0,16.0,1.9,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2046464400.0,6.0,6.0,16.0,1.9,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2091327408.0,6.0,9.0,16.0,2.0,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2091327408.0,9.0,0.0,16.0,2.0,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2091327408.0,9.0,3.0,16.0,2.0,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2091327408.0,9.0,6.0,16.0,2.0,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,2091327408.0,9.0,9.0,16.0,2.0,KISS-ICP,3.10419723890945,2.846317720631648,2.872570756989317,1.2387557996923022,0.4100105652057244,8.55986450542668,11466.888192683136
stairs,draco,1615157956.0,0.0,0.0,16.0,1.5,KISS-ICP,5.363353243826124,4.432992146542497,4.270237103635553,3.0189631741299454,0.9009701599179124,17.516975486782417,34231.014041491646
stairs,draco,1615157956.0,0.0,3.0,16.0,1.5,KISS-ICP,5.363353243826124,4.432992146542497,4.270237103635553,3.0189631741299454,0.9009701599179124,17.516975486782417,34231.014041491646
stairs,draco,1615157956.0,3.0,0.0,16.0,1.5,KISS-ICP,5.363353243826124,4.432992146542497,4.270237103635553,3.0189631741299454,0.9009701599179124,17.516975486782417,34231.014041491646
stairs,draco,1615157956.0,3.0,3.0,16.0,1.5,KISS-ICP,5.363353243826124,4.432992146542497,4.270237103635553,3.0189631741299454,0.9009701599179124,17.516975486782417,34231.014041491646
stairs,draco,2331260700.0,0.0,6.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2371516800.0,0.0,9.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2331260700.0,3.0,6.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2371516800.0,3.0,9.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2331260700.0,6.0,0.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2331260700.0,6.0,3.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2331260700.0,6.0,6.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2371516800.0,6.0,9.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2371516800.0,9.0,0.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2371516800.0,9.0,3.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2371516800.0,9.0,6.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,2371516800.0,9.0,9.0,18.0,2.2,KISS-ICP,3.333909999041799,2.939045298452281,2.5773322379275028,1.5738388149224258,0.5418142012081807,7.078793598618204,13226.797499235954
stairs,draco,1723580696.0,0.0,0.0,18.0,1.6,KISS-ICP,3.74542164735512,3.545471783874808,3.282957271999704,1.20739933171421,1.0361396625604808,8.394017840550944,16693.538146606843
stairs,draco,1723580696.0,0.0,3.0,18.0,1.6,KISS-ICP,3.74542164735512,3.545471783874808,3.282957271999704,1.20739933171421,1.0361396625604808,8.394017840550944,16693.538146606843
stairs,draco,1723580696.0,3.0,0.0,18.0,1.6,KISS-ICP,3.74542164735512,3.545471783874808,3.282957271999704,1.20739933171421,1.0361396625604808,8.394017840550944,16693.538146606843
stairs,draco,1723580696.0,3.0,3.0,18.0,1.6,KISS-ICP,3.74542164735512,3.545471783874808,3.282957271999704,1.20739933171421,1.0361396625604808,8.394017840550944,16693.538146606843
stairs,draco,1829479576.0,0.0,0.0,20.0,1.7,KISS-ICP,3.3679716587744144,3.0985285939855567,3.0023106123601924,1.3199824417626052,0.4606273582517329,7.695653400617715,13498.44738222614
stairs,draco,1829479576.0,0.0,3.0,20.0,1.7,KISS-ICP,3.3679716587744144,3.0985285939855567,3.0023106123601924,1.3199824417626052,0.4606273582517329,7.695653400617715,13498.44738222614
stairs,draco,1829479576.0,3.0,0.0,20.0,1.7,KISS-ICP,3.3679716587744144,3.0985285939855567,3.0023106123601924,1.3199824417626052,0.4606273582517329,7.695653400617715,13498.44738222614
stairs,draco,1829479576.0,3.0,3.0,20.0,1.7,KISS-ICP,3.3679716587744144,3.0985285939855567,3.0023106123601924,1.3199824417626052,0.4606273582517329,7.695653400617715,13498.44738222614
stairs,draco,2620009980.0,0.0,6.0,20.0,2.4,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2654520880.0,0.0,9.0,20.0,2.5,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2620009980.0,3.0,6.0,20.0,2.4,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2654520880.0,3.0,9.0,20.0,2.5,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2620009980.0,6.0,0.0,20.0,2.4,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2620009980.0,6.0,3.0,20.0,2.4,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2620009980.0,6.0,6.0,20.0,2.4,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2654520880.0,6.0,9.0,20.0,2.5,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2654520880.0,9.0,0.0,20.0,2.5,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2654520880.0,9.0,3.0,20.0,2.5,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2654520880.0,9.0,6.0,20.0,2.5,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,draco,2654520880.0,9.0,9.0,20.0,2.5,KISS-ICP,4.496412796160298,3.9348378917931632,3.7591972892507575,2.1759546867485104,0.2501463401811925,13.604779106602756,24059.09635983414
stairs,raw_packets,1896914230.0,,,,,,,,,,,,
stairs,uncompressed,7487152750.0,,,,,LOAM,0.42,,,,,0.79,
stairs,uncompressed,7487152750.0,,,,,LOAM,0.42,,,,,0.79,
stairs,uncompressed,7487152750.0,,,,,SPARK-FAST-LIO,0.08,,,,,0.18,
stairs,uncompressed,7487152750.0,,,,,SPARK-FAST-LIO,0.08,,,,,0.18,
stairs,uncompressed,7487152750.0,,,,,,,,,,,,
underground_mine,cloudini,2656586524.0,,,0.001,,LIORF,5.214896361584038,4.550944294093823,3.882717485492237,2.546379801623732,0.5713817430771942,12.426314950497948,38236.37255125978
underground_mine,cloudini,2656586524.0,,,0.001,,LOAM,0.16,,,,,1.0,
underground_mine,cloudini,2656586524.0,,,0.001,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,cloudini,2517914200.0,,,0.01,,LIORF,4.466106494800231,3.8640142193767866,3.14994878123332,2.2395314990753774,0.8035223896096018,11.312578453092872,28024.280648170014
underground_mine,cloudini,2517914200.0,,,0.01,,LOAM,0.16,,,,,1.0,
underground_mine,cloudini,2517914200.0,,,0.01,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,cloudini,2457050904.0,,,0.1,2.3,KISS-ICP,1.497416707045684,1.1057962903792125,0.8375385408918135,1.009688743486383,0.1058387200034366,5.188408260858008,3161.5820803007505
underground_mine,cloudini,2457050904.0,,,0.1,2.3,LIORF,2.8521038401467984,2.762726727637583,2.941413507222204,0.7084047877993541,1.0519521418873616,5.154480218956735,11437.10181886204
underground_mine,cloudini,2457050904.0,,,0.1,,LOAM,0.17,,,,,1.0,
underground_mine,cloudini,2457050904.0,,,0.1,,LOAM,0.17,,,,,1.0,
underground_mine,cloudini,2457050904.0,,,0.1,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,cloudini,2457050904.0,,,0.1,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,cloudini,2431806492.0,,,0.2,2.3,KISS-ICP,0.3183655991548932,0.2277073811374815,0.1637428180906089,0.2224994456190034,0.0083034892631047,1.1149213475160864,142.91288316260835
underground_mine,cloudini,2431806492.0,,,0.2,2.3,LIORF,0.8630070977163644,0.7117407514659222,0.5419603184560218,0.4880638825108316,0.1027262818853605,4.151921125086672,1047.1624384966044
underground_mine,cloudini,2431806492.0,,,0.2,,LOAM,0.18,,,,,0.99,
underground_mine,cloudini,2431806492.0,,,0.2,,LOAM,0.18,,,,,0.99,
underground_mine,cloudini,2431806492.0,,,0.2,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,cloudini,2431806492.0,,,0.2,,SPARK-FAST-LIO,0.23,,,,,0.89,
underground_mine,cloudini,2409220632.0,,,0.3,2.2,KISS-ICP,0.7050171946963757,0.6045714876391218,0.5154447147053534,0.3626879666481458,0.0322129053916034,2.0056926136202096,700.8394351927418
underground_mine,cloudini,2392359048.0,,,0.4,2.2,KISS-ICP,3.5682493032118314,2.817309619028968,1.971344723036524,2.189787569696789,0.0500198434055557,8.984405773418633,17952.688356719125
underground_mine,cloudini,2378719716.0,,,0.5,,LIORF,778.9146068167815,680.1762294266596,479.2814817245646,379.56325116569633,334.822846011432,1700.233219707206,549677416.0295625
underground_mine,cloudini,2378719716.0,,,0.5,,LOAM,2.09,,,,,8.28,
underground_mine,cloudini,2378719716.0,,,0.5,,SPARK-FAST-LIO,0.26,,,,,0.9,
underground_mine,cloudini,2367981968.0,,,0.6,2.2,KISS-ICP,12.345016908213648,11.793621287793114,12.38219361701237,3.6482789619482254,0.3292013953398087,16.753577880748505,214883.21387435403
underground_mine,cloudini,2351975564.0,,,0.8,2.2,KISS-ICP,12.345560332710756,11.794139976646855,12.383895012561226,3.6484410561035374,0.3272089619587339,16.745815354630288,214902.1324993279
underground_mine,draco,2189688552.0,10.0,10.0,6.0,2.0,KISS-ICP,4.404742309375243,3.64804551700458,2.5800927132388765,2.4685053611169536,0.8538940842446536,9.965154302392538,25008.86195266846
underground_mine,draco,2189688552.0,10.0,10.0,6.0,2.0,LIORF,321.69929889159204,259.2097621037948,174.23862619050263,190.5275259311263,46.315241502602255,996.9575541229922,87759892.19342592
underground_mine,draco,2189688552.0,10.0,10.0,6.0,,LOAM,0.59,,,,,2.26,
underground_mine,draco,2189688552.0,10.0,10.0,6.0,,LOAM,0.59,,,,,2.26,
